"Numero_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal","Descripcio_dia_setmana","NK_Any","Mes_any","Nom_mes","Dia_mes","Hora_dia","Descripcio_torn","Descripcio_causa_vianant","Descripcio_tipus_vehicle","Descripcio_model","Descripcio_marca","Descripcio_color","Descripcio_carnet","Antiguitat_carnet","Coordenada_UTM_X_ED50","Coordenada_UTM_Y_ED50","Longitud_WGS84","Latitud_WGS84"
"2021S004227    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",318804,"Santaló","0023 0025","Dimarts","2021",7,"Juliol","27","19","Tarda","No és causa del  vianant","Turisme","RENEGADE","JEEP","Gris","B","11","428721.56","4583183.51",2.146236892,41.395182140
"2021S005481    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",318804,"Santaló","0027 0027","Dissabte","2021",10,"Octubre","2","03","Nit","No és causa del  vianant","Motocicleta","LIBERTY","PIAGGIO","Blanc","A2","23","428711.22","4583194.57",2.146111914,41.395280836
"2021S005481    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",318804,"Santaló","0027 0027","Dissabte","2021",10,"Octubre","2","03","Nit","No és causa del  vianant","Taxi","LEON ST","SEAT","Negre/Groc","B","2","428711.22","4583194.57",2.146111914,41.395280836
"2021S003427    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",318804,"Santaló","0047 0049","Dimarts","2021",6,"Juny","22","14","Tarda","Altres","Motocicleta","SH300A","HONDA","Negre","A2","4","428589.02","4583325.37",2.144634868,41.396448055
"2021S003427    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",318804,"Santaló","0047 0049","Dimarts","2021",6,"Juny","22","14","Tarda","Altres","Turisme","RENEGADE","JEEP","Gris","B","13","428589.02","4583325.37",2.144634868,41.396448055
"2021S004782    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",318804,"Santaló","0087 0087","Dimarts","2021",8,"Agost","31","09","Matí","No és causa del  vianant","Camió rígid > 3,5 tones","ATEGO 1018","MERCEDES","Desconegut","C","28","428460.82","4583462.58",2.143085243,41.397672452
"2021S004782    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",318804,"Santaló","0087 0087","Dimarts","2021",8,"Agost","31","09","Matí","No és causa del  vianant","Motocicleta","F 850 GS","BMW","Groc","A","1","428460.82","4583462.58",2.143085243,41.397672452
"2021S006059    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",318804,"Santaló","0090 0090","Dimecres","2021",10,"Octubre","27","07","Matí","No és causa del  vianant","Ambulància","SPRINTER AMBULANCIA","BERGADANA","Blanc","B","8","428473.86","4583474.95",2.143239756,41.397785025
"2021S006059    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",318804,"Santaló","0090 0090","Dimecres","2021",10,"Octubre","27","07","Matí","No és causa del  vianant","Motocicleta","NSC110MPD","HONDA","Blanc","B","34","428473.86","4583474.95",2.143239756,41.397785025
"2021S000183    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",318804,"Santaló","0103B0103B","Dimecres","2021",1,"Gener","13","10","Matí","No és causa del  vianant","Furgoneta","JUMPER BLUEHDI 130 6V","CITROEN","Blanc","B","3","428405.99","4583521.80",2.142422401,41.398200942
"2021S000183    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",318804,"Santaló","0103B0103B","Dimecres","2021",1,"Gener","13","10","Matí","No és causa del  vianant","Motocicleta","SH300A","HONDA","Blanc","B","35","428405.99","4583521.80",2.142422401,41.398200942
"2021S000770    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",318804,"Santaló","0104 0104","Dissabte","2021",2,"Febrer","13","22","Nit","No és causa del  vianant","Motocicleta","NINJA ZX-10R","KAWASAKI","Verd","B","18","428382.26","4583574.35",2.142132339,41.398672125
"2021S000770    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",318804,"Santaló","0104 0104","Dissabte","2021",2,"Febrer","13","22","Nit","No és causa del  vianant","Turisme","Q3","AUDI","Negre","B","11","428382.26","4583574.35",2.142132339,41.398672125
"2021S001922    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",318804,"Santaló","0123 0125","Dimecres","2021",4,"Abril","14","19","Tarda","No és causa del  vianant","Turisme","JUKE","NISSAN","Blanc","B","63","428304.36","4583635.48",2.141193301,41.399215753
"2021S001252    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",318804,"Santaló","0137 0137","Divendres","2021",3,"Març","12","09","Matí","No és causa del  vianant","Motocicleta","SH 300","HONDA","Blanc","A2","4","428238.54","4583708.25",2.140397362,41.399865290
"2021S001252    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",318804,"Santaló","0137 0137","Divendres","2021",3,"Març","12","09","Matí","No és causa del  vianant","Turisme","GLC 250 4MATIC","MERCEDES","Negre","B","23","428238.54","4583708.25",2.140397362,41.399865290
"2021S001834    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",318804,"Santaló","0153 0153","Divendres","2021",4,"Abril","9","20","Tarda","No és causa del  vianant","Motocicleta","SYMPHONY 125 ST","SYM","Negre","A2","3","428180.60","4583772.50",2.139696678,41.400438788
"2021S001834    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",318804,"Santaló","0153 0153","Divendres","2021",4,"Abril","9","20","Tarda","No és causa del  vianant","Turisme","MEGANE GR SCENIC","RENAULT","Negre","B","18","428180.60","4583772.50",2.139696678,41.400438788
"2021S007303    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",320704,"Sarrià","0082 0082","Dimecres","2021",12,"Desembre","15","22","Nit","No és causa del  vianant","Motocicleta","XP530E-A  (TMAX)","YAMAHA","Negre","A","33","427923.26","4582801.60",2.136734071,41.391671233
"2021S007303    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",320704,"Sarrià","0082 0082","Dimecres","2021",12,"Desembre","15","22","Nit","No és causa del  vianant","Turisme","SWIFT","SUZUKI","Vermell","B","16","427923.26","4582801.60",2.136734071,41.391671233
"2021S001797    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",320704,"Sarrià","0084 0086","Dijous","2021",4,"Abril","8","20","Tarda","No és causa del  vianant","Ciclomotor","LIBERTY 50 2T","PIAGGIO","Negre","B","3","427910.65","4582804.32",2.136582930,41.391694600
"2021S001797    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",320704,"Sarrià","0084 0086","Dijous","2021",4,"Abril","8","20","Tarda","No és causa del  vianant","Motocicleta","K 75 SS","BMW","Vermell","A","32","427910.65","4582804.32",2.136582930,41.391694600
"2021S004021    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",332204,"Tavern","0013 0013","Dissabte","2021",7,"Juliol","17","21","Tarda","No és causa del  vianant","Motocicleta","SH125D","HONDA","Desconegut","A1","48","428514.94","4583656.71",2.143709654,41.399425723
"2021S004021    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",332204,"Tavern","0013 0013","Dissabte","2021",7,"Juliol","17","21","Tarda","No és causa del  vianant","Turisme","YARIS","TOYOTA","Blanc","B","1","428514.94","4583656.71",2.143709654,41.399425723
"2021S004179    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",334006,"Tenor Viñas","0001 0001","Dissabte","2021",7,"Juliol","24","17","Tarda","No és causa del  vianant","Motocicleta","SH 125","HONDA","Desconegut","Desconegut","Desconegut","428366.07","4583156.63",2.141988128,41.394908437
"2021S004179    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",334006,"Tenor Viñas","0001 0001","Dissabte","2021",7,"Juliol","24","17","Tarda","No és causa del  vianant","Motocicleta","SH 150","HONDA","Desconegut","Desconegut","Desconegut","428366.07","4583156.63",2.141988128,41.394908437
"2021S004179    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",334006,"Tenor Viñas","0001 0001","Dissabte","2021",7,"Juliol","24","17","Tarda","No és causa del  vianant","Turisme","FORTWO COUPE","SMART","Desconegut","B","26","428366.07","4583156.63",2.141988128,41.394908437
"2021S003419    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",344101,"Gràcia","0010 0010","Dilluns","2021",6,"Juny","21","23","Nit","No és causa del  vianant","Motocicleta","UK 110","SUZUKI","Blanc","A1","3","428706.49","4583026.83",2.146075098,41.393769644
"2021S003419    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",344101,"Gràcia","0010 0010","Dilluns","2021",6,"Juny","21","23","Nit","No és causa del  vianant","Turisme","C 220 CDI","MERCEDES","Gris","B","40","428706.49","4583026.83",2.146075098,41.393769644
"2021S003064    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",344101,"Gràcia","0011 0011","Dimarts","2021",6,"Juny","8","10","Matí","No és causa del  vianant","Camió rígid <= 3,5 tones","AD260S27Y/PS GNG","IVECO BUS","Blanc","C","18","428695.68","4583046.97",2.145943432,41.393950079
"2021S003064    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",344101,"Gràcia","0011 0011","Dimarts","2021",6,"Juny","8","10","Matí","No és causa del  vianant","Motocicleta","UH 200","SUZUKI","Negre","A","37","428695.68","4583046.97",2.145943432,41.393950079
"2021S004223    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",344101,"Gràcia","0017 0021","Dimarts","2021",7,"Juliol","27","13","Matí","No és causa del  vianant","Ciclomotor","AGILITY CITY 50","KYMCO","Negre","AM","29","428743.63","4583087.83",2.146512131,41.394322342
"2021S004223    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",344101,"Gràcia","0017 0021","Dimarts","2021",7,"Juliol","27","13","Matí","No és causa del  vianant","Motocicleta","YP125R","YAMAHA","Gris","B","46","428743.63","4583087.83",2.146512131,41.394322342
"2021S004774    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",344101,"Gràcia","0023 0029","Dilluns","2021",8,"Agost","30","16","Tarda","No és causa del  vianant","Turisme","TIPO","FIAT","Negre","B","9","428761.39","4583102.02",2.146722882,41.394451720
"2021S004774    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",344101,"Gràcia","0023 0029","Dilluns","2021",8,"Agost","30","16","Tarda","No és causa del  vianant","Veh. mobilitat personal amb motor"," ","ES DESCONEIX","Negre","Sense permís","Desconegut","428761.39","4583102.02",2.146722882,41.394451720
"2021S006336    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",344101,"Gràcia","0023 0029","Dissabte","2021",11,"Novembre","6","23","Nit","No és causa del  vianant","Turisme","CLA 220 D","MERCEDES-BENZ","Negre","B","25","428761.39","4583102.02",2.146722882,41.394451720
"2021S006336    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",344101,"Gràcia","0023 0029","Dissabte","2021",11,"Novembre","6","23","Nit","No és causa del  vianant","Turisme","FORTWO CABRIO","SMART","Vermell","B","42","428761.39","4583102.02",2.146722882,41.394451720
"2021S001912    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",344101,"Gràcia","0043 0043","Dimarts","2021",4,"Abril","13","19","Tarda","No és causa del  vianant","Autobús","O 530 G","MERCEDES","Vermell","D","22","428883.39","4583200.93",2.148170463,41.395353370
"2021S001516    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",344101,"Gràcia","0047 0049","Dimecres","2021",3,"Març","24","11","Matí","No és causa del  vianant","Motocicleta","ANC 125","HONDA","Desconegut","B","16","428936.93","4583244.21",2.148805765,41.395747913
"2021S001516    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",344101,"Gràcia","0047 0049","Dimecres","2021",3,"Març","24","11","Matí","No és causa del  vianant","Turisme","KONA  KAUAI","HYUNDAI","Blanc","B","59","428936.93","4583244.21",2.148805765,41.395747913
"2021S006354    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",344101,"Gràcia","0049B0049B","Diumenge","2021",11,"Novembre","7","21","Tarda","No és causa del  vianant","Turisme","BEETLE 1.6 5V","VOLKSWAGEN","Gris","B","43","428954.14","4583257.91",2.149010005,41.395872826
"2021S006354    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",344101,"Gràcia","0049B0049B","Diumenge","2021",11,"Novembre","7","21","Tarda","No és causa del  vianant","Turisme","TUCSON,IX35","HYUNDAI","Gris","B","29","428954.14","4583257.91",2.149010005,41.395872826
"2021S004850    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",344101,"Gràcia","0049B0049B","Divendres","2021",9,"Setembre","3","14","Tarda","No és causa del  vianant","Autobús","O 530 G","MERCEDES-BENZ","Vermell","D","14","428954.14","4583257.91",2.149010005,41.395872826
"2021S004850    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",344101,"Gràcia","0049B0049B","Divendres","2021",9,"Setembre","3","14","Tarda","No és causa del  vianant","Motocicleta","NHX110WH","HONDA","Vermell","B","36","428954.14","4583257.91",2.149010005,41.395872826
"2021S006546    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",344101,"Gràcia","0052 0052","Dilluns","2021",11,"Novembre","15","20","Tarda","No és causa del  vianant","Ciclomotor","VITALITY 50","KYMCO","Negre","B","3","428976.24","4583242.21",2.149276184,41.395733375
"2021S006546    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",344101,"Gràcia","0052 0052","Dilluns","2021",11,"Novembre","15","20","Tarda","No és causa del  vianant","Turisme","FIAT TIPO","FIAT","Negre/Groc","B","28","428976.24","4583242.21",2.149276184,41.395733375
"2021S006608    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",344101,"Gràcia","0064 0064","Dijous","2021",11,"Novembre","18","04","Nit","No és causa del  vianant","Motocicleta","NSS125AD","HONDA","Blanc","Desconegut","Desconegut","429073.25","4583327.41",2.150426528,41.396509307
"2021S006608    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",344101,"Gràcia","0064 0064","Dijous","2021",11,"Novembre","18","04","Nit","No és causa del  vianant","Turisme","GHIBLI","MASERATI","Blanc","B","9","429073.25","4583327.41",2.150426528,41.396509307
"2021S001401    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",344101,"Gràcia","0090 0090","Dijous","2021",3,"Març","18","22","Nit","No és causa del  vianant","Ciclomotor","NOVA 3000","EMCO","Blau","B","3","429274.06","4583497.61",2.152808540,41.398059934
"2021S001401    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",344101,"Gràcia","0090 0090","Dijous","2021",3,"Març","18","22","Nit","No és causa del  vianant","Tot terreny","TIGUAN","VOLKSWAGEN","Blanc","B","14","429274.06","4583497.61",2.152808540,41.398059934
"2021S007481    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",344101,"Gràcia","0092 0092","Dimecres","2021",12,"Desembre","22","15","Tarda","Desobeir el senyal del semàfor","Motocicleta","YP250R","YAMAHA","Blau","A","29","429298.80","4583518.56",2.153102016,41.398250800
"2021S006836    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",344101,"Gràcia","0101 0103","Divendres","2021",11,"Novembre","26","20","Tarda","No és causa del  vianant","Motocicleta","NSS300","HONDA","Negre","B","14","429279.07","4583530.46",2.152864627,41.398356243
"2021S006836    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",344101,"Gràcia","0101 0103","Divendres","2021",11,"Novembre","26","20","Tarda","No és causa del  vianant","Turisme","GOLF","VOLKSWAGEN","Blau","B","29","429279.07","4583530.46",2.152864627,41.398356243
"2021S003345    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",348408,"Tuset","0027 0027","Dissabte","2021",6,"Juny","19","01","Nit","No és causa del  vianant","Turisme","QASHQAI","NISSAN","Blanc","B","4","429114.06","4583331.78",2.150914148,41.396552266
"2021S003345    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",348408,"Tuset","0027 0027","Dissabte","2021",6,"Juny","19","01","Nit","No és causa del  vianant","Turisme","SCIROCCO","VOLKSWAGEN","Blau","B","10","429114.06","4583331.78",2.150914148,41.396552266
"2021S004449    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",701433,"Mig (Ascendent)","000400000","Dilluns","2021",8,"Agost","9","10","Matí","No és causa del  vianant","Motocicleta","SYMPHONY 125 SR","SYM","Negre","B","17","427613.75","4583482.51",2.132950857,41.397776106
"2021S004449    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",701433,"Mig (Ascendent)","000400000","Dilluns","2021",8,"Agost","9","10","Matí","No és causa del  vianant","Turisme","CRUZE","CHEVROLET","Blanc","B","28","427613.75","4583482.51",2.132950857,41.397776106
"2021S000132    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",701433,"Mig (Ascendent)","000400000","Diumenge","2021",1,"Gener","10","11","Matí","No és causa del  vianant","Motocicleta","WW125EX2","HONDA","Blanc","B","3","427613.75","4583482.51",2.132950857,41.397776106
"2021S000132    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",701433,"Mig (Ascendent)","000400000","Diumenge","2021",1,"Gener","10","11","Matí","No és causa del  vianant","Turisme","CADDY","VOLKSWAGEN","Negre/Groc","B","24","427613.75","4583482.51",2.132950857,41.397776106
"2021S005587    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",28000,"Augusta","0094 0096","Dimecres","2021",10,"Octubre","6","16","Tarda","No és causa del  vianant","Bicicleta","Desconegut","BICING","Vermell","Desconegut","Desconegut","429035.68","4583842.52",2.149916742,41.401145398
"2021S005587    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",28000,"Augusta","0094 0096","Dimecres","2021",10,"Octubre","6","16","Tarda","No és causa del  vianant","Turisme","X1 SDRIVE18D","BMW","Blau","B","21","429035.68","4583842.52",2.149916742,41.401145398
"2021S005874    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",28000,"Augusta","0106 0106","Dimarts","2021",10,"Octubre","19","17","Tarda","No és causa del  vianant","Turisme","N. BERLINGO BLUEHDI 10","CITROEN","Gris","B","11","428980.68","4583858.13",2.149257005,41.401281132
"2021S001530    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",32700,"Balmes","0334 0336","Dimecres","2021",3,"Març","24","17","Tarda","No és causa del  vianant","Camió rígid > 3,5 tones","CAJA CERRADA","JEANJE","Blanc","B","16","428504.15","4584076.79",2.143530949,41.403208262
"2021S000510    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",32700,"Balmes","0386 0386","Dilluns","2021",2,"Febrer","1","17","Tarda","No és causa del  vianant","Furgoneta","PROACE","TOYOTA","Blanc","B","5","428205.94","4584280.58",2.139939497,41.405017128
"2021S000510    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",32700,"Balmes","0386 0386","Dilluns","2021",2,"Febrer","1","17","Tarda","No és causa del  vianant","Motocicleta","Z650","KAWASAKI","Negre","A","2","428205.94","4584280.58",2.139939497,41.405017128
"2021S001213    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",32700,"Balmes","0396 0396","Dimecres","2021",3,"Març","10","15","Tarda","No és causa del  vianant","Motocicleta","YP400R","YAMAHA","Negre","Desconegut","Desconegut","428149.40","4584380.27",2.139251291,41.405909942
"2021S001213    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",32700,"Balmes","0396 0396","Dimecres","2021",3,"Març","10","15","Tarda","No és causa del  vianant","Turisme","Q2","AUDI","Negre","B","42","428149.40","4584380.27",2.139251291,41.405909942
"2021S005764    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",32700,"Balmes","0412 0412","Dijous","2021",10,"Octubre","14","08","Matí","No és causa del  vianant","Altres vehicles amb motor","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","428121.24","4584455.67",2.138905460,41.406586520
"2021S005764    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",32700,"Balmes","0412 0412","Dijous","2021",10,"Octubre","14","08","Matí","No és causa del  vianant","Motocicleta","NSC110WH","HONDA","Desconegut","A","6","428121.24","4584455.67",2.138905460,41.406586520
"2021S006892    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",32700,"Balmes","0422 0422","Dilluns","2021",11,"Novembre","29","19","Tarda","No és causa del  vianant","Ciclomotor","LIBERTY 50 CAT","PIAGGIO","Blanc","AM","4","428097.10","4584520.79",2.138608935,41.407170870
"2021S006892    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",32700,"Balmes","0422 0422","Dilluns","2021",11,"Novembre","29","19","Tarda","No és causa del  vianant","Turisme","GOLF","VOLKSWAGEN","Blanc","B","6","428097.10","4584520.79",2.138608935,41.407170870
"2021S001281    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",33509,"Ballester","0047 0047","Divendres","2021",3,"Març","12","14","Tarda","No és causa del  vianant","Bicicleta","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","428729.97","4584520.60",2.146179983,41.407225549
"2021S001281    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",33509,"Ballester","0047 0047","Divendres","2021",3,"Març","12","14","Tarda","No és causa del  vianant","Turisme","XE","JAGUAR","Desconegut","B","24","428729.97","4584520.60",2.146179983,41.407225549
"2021S000635    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",40606,"Berna","0012B0012B","Diumenge","2021",2,"Febrer","7","13","Matí","No és causa del  vianant","Motocicleta","SH125AD","HONDA","Negre","A","1","428770.01","4584373.11",2.146676350,41.405900715
"2021S000635    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",40606,"Berna","0012B0012B","Diumenge","2021",2,"Febrer","7","13","Matí","No és causa del  vianant","Turisme","IBIZA","SEAT","Blanc","B","19","428770.01","4584373.11",2.146676350,41.405900715
"2021S001006    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",40606,"Berna","0022 0022","Divendres","2021",2,"Febrer","26","16","Tarda","No és causa del  vianant","Ciclomotor","PEOPLE S50","KYMCO","Desconegut","AM","32","428743.38","4584399.95",2.146354620,41.406140091
"2021S001006    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",40606,"Berna","0022 0022","Divendres","2021",2,"Febrer","26","16","Tarda","No és causa del  vianant","Furgoneta","CRAFTER","VOLKSWAGEN","Blanc","B","5","428743.38","4584399.95",2.146354620,41.406140091
"2021S000801    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",41303,"Bertran","0055 0057","Divendres","2021",2,"Febrer","12","10","Matí","No és causa del  vianant","Furgoneta","DUCATO","FIAT","Blanc","Desconegut","Desconegut","428192.50","4584487.95",2.139754103,41.406883626
"2021S003903    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",72001,"Castanyer","0025 0025","Dimarts","2021",7,"Juliol","13","18","Tarda","Creuar per fora pas de vianants","Turisme","PRIUS PLUS","TOYOTA","Desconegut","B","11","428122.50","4584549.02",2.138909440,41.407427399
"2021S002186    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",93409,"Craywinckel","0024 0024","Dimarts","2021",4,"Abril","27","11","Matí","No és causa del  vianant","Autobús","516 CDI/CYTIOS","MERCEDES","Vermell","D","38","428111.50","4585018.06",2.138722095,41.411650866
"2021S002186    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",93409,"Craywinckel","0024 0024","Dimarts","2021",4,"Abril","27","11","Matí","No és causa del  vianant","Furgoneta","PROACE","TOYOTA","Blanc","B","5","428111.50","4585018.06",2.138722095,41.411650866
"2021S004430    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",111602,"Escipió","0025 0025","Dissabte","2021",8,"Agost","7","16","Tarda","No és causa del  vianant","Motocicleta","HW 125","YAMAHA","Blau","B","8","428706.51","4584543.63",2.145896616,41.407430890
"2021S004430    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",111602,"Escipió","0025 0025","Dissabte","2021",8,"Agost","7","16","Tarda","No és causa del  vianant","Turisme","GOLF 1.9","VOLKSWAGEN","Gris","B","33","428706.51","4584543.63",2.145896616,41.407430890
"2021S001481    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",123408,"Lesseps","0030 0030","Dilluns","2021",3,"Març","22","17","Tarda","No és causa del  vianant","Motocicleta","UK 110","SUZUKI","Negre","B","30","429011.31","4584400.97",2.149559700,41.406172996
"2021S001481    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",123408,"Lesseps","0030 0030","Dilluns","2021",3,"Març","22","17","Tarda","No és causa del  vianant","Turisme","VITARA","SUZUKI","Blanc","B","4","429011.31","4584400.97",2.149559700,41.406172996
"2021S001372    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",123408,"Lesseps","0030 0030","Dimecres","2021",3,"Març","17","19","Tarda","No és causa del  vianant","Autobús","O 530","MERCEDES","Vermell","D","20","429011.31","4584400.97",2.149559700,41.406172996
"2021S001372    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",123408,"Lesseps","0030 0030","Dimecres","2021",3,"Març","17","19","Tarda","No és causa del  vianant","Bicicleta","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","429011.31","4584400.97",2.149559700,41.406172996
"2021S007007    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",123408,"Lesseps","0033 0033","Divendres","2021",12,"Desembre","3","06","Matí","No és causa del  vianant","Motocicleta","CB 600F","HONDA","Negre","A","7","429031.87","4584373.70",2.149808856,41.405929201
"2021S006654    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",123805,"Ferran Puig","0045 0045","Divendres","2021",11,"Novembre","19","12","Matí","No és causa del  vianant","Camió rígid <= 3,5 tones","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","428641.95","4584715.42",2.145104013,41.408972404
"2021S001469    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",131202,"Forasté","0014 0014","Dilluns","2021",3,"Març","22","10","Matí","No és causa del  vianant","Motocicleta","SYMPHONY","SYM","Negre","B","4","428060.85","4584695.39",2.138154510,41.408740176
"2021S001469    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",131202,"Forasté","0014 0014","Dilluns","2021",3,"Març","22","10","Matí","No és causa del  vianant","Turisme","POLO 1.4 5V","VOLKSWAGEN","Negre","B","26","428060.85","4584695.39",2.138154510,41.408740176
"2021S002727    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",143904,"General Mitre","0166 0168","Dilluns","2021",5,"Maig","24","20","Tarda","No és causa del  vianant","Ciclomotor","LIBERTY","PIAGGIO","Negre","B","1","428323.59","4584221.10",2.141353944,41.404491919
"2021S002727    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",143904,"General Mitre","0166 0168","Dilluns","2021",5,"Maig","24","20","Tarda","No és causa del  vianant","Turisme","TOURNEO COURIER","FORD","Blanc","B","12","428323.59","4584221.10",2.141353944,41.404491919
